KEY,DATE,TIME,MDA,TIME_CLK,TIME_TURN,ADV_COST,REWARD_COST,MDA_COST,CVR,1000_W_EFFICIENCY,SCH_KEY,NAME,SAVE_WAY,GUIDE,OS_TYPE,REJOIN_TYPE,CONTRACT_PRICE,START_DATE,END_DATE,START_QUARTER,START_TIME,RPT_TYPE,MDA_ARR,TURN_GOAL,TURN_REAL
362281,2025-05-17,1970-01-01 00:00:21.000,634,1,1,18,6,12,100.00,55.5560,1078952,[정답입력]채움카니발매트-20250510-41,네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-05-10 15:17:27.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,219
136089,2025-01-09,1970-01-01 00:00:12.000,563,1,1,18,14,14,100.00,55.5560,558898,VQM 브이큐엠 파... (검색 후 퀴즈맞추기) 5389,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-01-09 00:09:33.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,0
84793,2024-08-10,1970-01-01 00:00:04.000,761,2,1,20,14,14,50.00,50.0000,464323,갈릴리대게회식당,스크린샷 제출,"[참여 방법]
        
1. 이벤트 페이지에서 참여 방법 확인하기
        
2. [검색어 복사] 버튼 클릭하기
        
3. [저장하러 가기] 버튼 클릭하기
        
4. 키워드를 붙여 넣고 검색하기
        
5. 플레이스 내 장소를 저장하고 스크린샷 캡처하기
        
6. 이벤트페이지에 돌아와 업체 플레이스 스크린샷 제출하기 (최초 1회만 참여 가능)
        

[주의 사항]
        
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
        
· 1인 1회 참여 가능합니다.",WEB,NONE,20,2024-08-06 11:00:50.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,69
356394,2025-04-28,1970-01-01 00:00:17.000,371,2,1,13,9,9,50.00,76.9230,1068687,구운계란 인생 맞추기 4.27,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,13,2025-04-27 13:08:02.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,25
370317,2025-05-28,1970-01-01 00:00:18.000,371,1,1,15,8,8,100.00,66.6670,1092977,화달구연탄쭈꾸미 광안점,미션 참여하기,페이지 내 참여 방법을 확인 해주세요.,WEB,NONE,15,2025-05-27 17:42:16.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,1
111540,2024-11-03,1970-01-01 00:00:16.000,54,1,0,0,0,0,0.00,,517180,2단 서랍장 (상품번호 6자리 맞추기),퀴즈 정답 맞추기,"[참여방법]

1. 키워드 복사하여 검색하기
2. 네이버 쇼핑 1페이지 영역에서 이미지에 등록된 스토어 찾기
3. 스토어 방문 - 구매 추가정보에 접속하여 상품번호 6자리 입력하기

1일 1회 참여 가능합니다.",WEB,NONE,18,2024-10-31 09:05:59.000,9999-12-31 23:59:59.000,4Q,MORNING,A,ALL,100000,2
160543,2025-02-23,1970-01-01 00:00:02.000,563,13,4,72,56,56,30.77,55.5560,607748,저소음 실링팬 BL... (검색 후 퀴즈맞추기),오늘의집 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-02-23 00:08:03.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,15
104100,2024-10-08,1970-01-01 00:00:13.000,371,1,0,0,0,0,0.00,,503522,14폼롤러441 맞추기 10.6,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기
쇼핑더보기 클릭해주시고 
1페이지(40위)안에서 찾아주세요
쇼핑몰 : 바디맵
잘 찾아서 클릭해주세요
사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-10-06 15:08:10.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,53
355449,2025-04-24,1970-01-01 00:00:14.000,371,1,0,0,0,0,0.00,,1067072,[정답입력]50일셀프촬영 바구니(데이지),네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-04-24 13:47:52.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,326
243483,2025-04-01,1970-01-01 00:00:11.000,562,5,2,40,28,28,40.00,50.0000,792376,[저장하기] 부산 도다리회 맛집,네이버 블로그 검색 후 저장하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,20,2025-04-01 10:56:02.000,9999-12-31 23:59:59.000,2Q,MORNING,A,ALL,100000,15
82335,2024-08-05,1970-01-01 00:00:11.000,568,1,0,0,0,0,0.00,,459068,루원삼성55인치티비 맞추기 8.3,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,20,2024-08-03 13:14:46.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,482
115769,2024-11-26,1970-01-01 00:00:07.000,524,11,0,0,0,0,0.00,,524883,우리동네GS,최초 오픈,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 최초 오픈 후 광고 추적허용 동의 (IOS필수)

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 광고 추적허용 동의하지 않은 경우 적립되지 않습니다. (iOS 한정)
- 이미 참여한 이력이 있다면 포인트가 지급되지 않습니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,230,2024-11-14 14:26:52.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,40706
152081,2025-03-05,1970-01-01 00:00:09.000,496,1,0,0,0,0,0.00,,591579,[접속하기] 편의점 정리왕,접속하기,"최초 접속하면

[참여방법] 
- 앱에 최초 접속하시면 리워드가 지급됩니다.

[주의사항] 
- 이미 접속한 이력이 있는 경우에는 리워드가 지급되지 않습니다. 
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,230,2025-02-03 16:32:03.000,9999-12-31 23:59:59.000,1Q,AFTERNOON,A,ALL,100000,12327
165806,2025-03-03,1970-01-01 00:00:12.000,563,13,13,234,182,182,100.00,55.5560,618176,[정답입력]아치핏 2.0 슬립인스 SP0WWCFX071,네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-03-02 11:27:27.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,353
302516,2025-04-08,1970-01-01 00:00:06.000,371,3,2,26,18,18,66.67,76.9230,933549,아이엠듀 맥세이프거치대 맞추기 4.7,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,13,2025-04-07 17:09:04.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,39
367042,2025-05-22,1970-01-01 00:00:08.000,563,2,1,18,14,14,50.00,55.5560,1087135,[정답입력]부천시청 필라테스 레슨,네이버 플레이스 지도 거리 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-05-21 03:08:03.000,9999-12-31 23:59:59.000,2Q,EARLY MORNING,A,ALL,100000,84
159399,2025-03-04,1970-01-01 00:00:02.000,54,1,1,18,8,8,100.00,55.5560,605456,청우세무회계사무소 (플레이스 저장 후 KEEP 캡처),저장 후 KEEP 캡처,"[참여 방법]
-키워드 검색 후 플레이스 방문
- 플레이스 저장 (공개리스트 필수)
- 저장된 리스트 클릭하기
- 공유 클릭하기 
- KEEP 클릭 후 스크린샷 캡처, 제출하기

[주의사항]
- 참여 취소할 경우, 추후 광고 참여에 제한됩니다.
- 1인 1회 참여 가능합니다.",WEB,NONE,18,2025-02-21 10:48:04.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,12
93222,2024-08-29,1970-01-01 00:00:21.000,637,1,1,170,15,30,100.00,5.8820,480632,뮤 모나크 2,받기,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 내려받기 후 참여 페이지로 돌아와 참여확인

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,170,2024-08-29 13:59:23.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,15206
167036,2025-03-05,1970-01-01 00:00:22.000,270,2,0,0,0,0,0.00,,620420,더블아이 (검색 후 퀴즈맞추기) ,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-03-05 00:09:44.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,0
355052,2025-04-24,1970-01-01 00:00:06.000,997,1,0,0,0,0,0.00,,1066354,개밥청춘 위픽 에어드 맞추기 4.23,퀴즈 맞추기,"개밥청춘 지위픽 에어드라이 강아지사료 리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,13,2025-04-23 13:07:09.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,23
116853,2024-11-19,1970-01-01 00:00:09.000,371,2,1,15,10,10,50.00,66.6670,526899,엘로니 식탁매트 맞추기 11.18,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-11-18 10:09:20.000,9999-12-31 23:59:59.000,4Q,MORNING,A,ALL,100000,35
91752,2024-08-27,1970-01-01 00:00:00.000,667,22,12,360,240,240,54.55,33.3330,477660,[플레이스 저장] 도약 여의도본점 (1572),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스 내 장소를 저장하고 스크린샷 캡처하기
4. 업체 플레이스의 스크린샷을 제출하기 (최초 1회만 참여 가능)

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-08-22 13:54:04.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,1328
376396,2025-06-15,1970-01-01 00:00:14.000,643,1,1,190,96,120,100.00,5.2630,1103743,[원스토어] 스틱 : 그림자 군단,받기,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 내려받기 후 참여 페이지로 돌아와 참여확인

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,190,2025-06-03 09:00:00.000,2025-06-16 00:00:00.000,2Q,MORNING,A,ALL,1960,1844
357525,2025-05-04,1970-01-01 00:00:10.000,761,2,1,20,14,14,50.00,50.0000,1070980,[저장하기]전주맛집무한리필감자탕전원집-20250429-20,네이버 플레이스 저장하기(이미지업로드+퀴즈),"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,20,2025-04-30 12:13:45.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,165
99878,2024-09-25,1970-01-01 00:00:12.000,563,2,1,15,12,12,50.00,66.6670,495192,일자롱 레이스룸 맞추기 9.25,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-09-25 10:12:22.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,44
156369,2025-02-15,1970-01-01 00:00:06.000,563,4,4,72,56,56,100.00,55.5560,599583,[정답입력]킥보드 워머,네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-02-15 06:38:27.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,13
100036,2025-01-08,1970-01-01 00:00:18.000,516,2,0,0,0,0,0.00,,495475,11번가,최초 오픈,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 최초 오픈 후 광고 추적허용 동의 (IOS필수)

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 광고 추적허용 동의하지 않은 경우 적립되지 않습니다. (iOS 한정)
- 이미 참여한 이력이 있다면 포인트가 지급되지 않습니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,230,2024-09-25 16:38:13.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,18353
136641,2025-01-10,1970-01-01 00:00:20.000,563,1,1,18,14,14,100.00,55.5560,560028,[달고 맛있는] 시... (검색 후 퀴즈맞추기) 4231,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-01-10 00:06:18.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,29
110336,2024-10-27,1970-01-01 00:00:17.000,761,2,0,0,0,0,0.00,,514608,[플레이스 저장] 유정춘천닭갈비막국수 다산본점 (3408),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-10-26 14:09:05.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,171
405342,2025-06-27,1970-01-01 00:00:06.000,563,21,15,270,210,210,71.43,55.5560,1153713,[정답입력]평택역 야식포차,네이버 플레이스 지도 거리 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-06-27 03:47:48.000,9999-12-31 23:59:59.000,2Q,EARLY MORNING,A,ALL,100000,75
113000,2024-11-07,1970-01-01 00:00:19.000,58,584,447,125160,102810,102810,76.54,3.5710,621522,픽셀몬 키우기 : 방치형RPG,최초 오픈,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 최초 오픈 후 광고 추적허용 동의 (IOS필수)

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 광고 추적허용 동의하지 않은 경우 적립되지 않습니다. (iOS 한정)
- 이미 참여한 이력이 있다면 포인트가 지급되지 않습니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,280,2024-11-07 10:00:00.000,2025-03-11 00:00:00.000,4Q,MORNING,A,ALL,4900,0
138641,2025-01-14,1970-01-01 00:00:02.000,563,4,4,72,56,56,100.00,55.5560,563877,네파 패딩 다운 남... (검색 후 퀴즈맞추기) 9743,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-01-14 00:07:05.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,34
121961,2024-12-02,1970-01-01 00:00:10.000,562,2,1,16,12,12,50.00,62.5000,535027,시가폼 AMG 팟 맞추기 12.2,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,16,2024-12-02 10:09:11.000,9999-12-31 23:59:59.000,4Q,MORNING,A,ALL,100000,19
104557,2024-10-11,1970-01-01 00:00:12.000,563,8,6,108,84,84,75.00,55.5560,504307,살림백서건조기시트 맞추기 10.8,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,18,2024-10-08 15:10:57.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,538
100542,2024-09-30,1970-01-01 00:00:00.000,562,2,2,60,40,40,100.00,33.3330,496401,[플레이스 저장] 구의농원 (2499),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-09-26 15:50:37.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,251
93715,2024-09-02,1970-01-01 00:00:19.000,54,1,1,30,20,20,100.00,33.3330,481654,[플레이스 저장] 삼돌박이수라육간 (1766),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-09-01 18:14:15.000,9999-12-31 23:59:59.000,3Q,EVENING,A,ALL,100000,280
132153,2025-03-05,1970-01-01 00:00:10.000,757,12,0,0,0,0,0.00,,551237,"돌격,땅땅용사",최초 오픈,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 최초 오픈 후 광고 추적허용 동의 (IOS필수)

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 광고 추적허용 동의하지 않은 경우 적립되지 않습니다. (iOS 한정)
- 이미 참여한 이력이 있다면 포인트가 지급되지 않습니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,230,2024-12-27 17:17:33.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,12677
